id,Address,Response_Address,Response_X,Response_Y
448,新竹科學園區創新一路１３號３樓,新竹縣寶山鄉雙溪村6鄰創新一路7號;新竹縣寶山鄉雙溪村6鄰創新一路15號,120.999662;120.994493,24.774217;24.778100
449,臺北市內湖區內湖路一段240號2樓,臺北市內湖區西湖里13鄰內湖路一段240號,121.565855,25.082129
450,臺南市安南區安和路二段98號,臺南市安南區安東里22鄰安和路二段98號,120.214766,23.038405
451,臺北縣(舊)中和市中山路三段一O二號八樓,新北市中和區員山里20鄰中山路三段102號;新北市樹林區中山里1鄰中山路三段102號,121.476903;121.392877,25.005955;24.972451
452,新北市中和區建一路150號15樓,新北市中和區平河里1鄰建一路150號,121.487820,24.998435
453,臺南市(舊)安平工業區新和路５號１樓,臺南市南區彰南里18鄰新和路5號,120.181599,22.967146
454,新北市汐止區新台五路一段79號12樓之1,新北市汐止區復興里10鄰新臺五路一段79號,121.645874,25.061727
455,新北市汐止區新台五路一段79號12樓之1,新北市汐止區復興里10鄰新臺五路一段79號,121.645874,25.061727
456,臺北市松山區民生東路三段131號5樓,臺北市松山區民有里12鄰民生東路三段131號,121.547898,25.057945
457,臺北縣(舊)新莊市五工五路二一號,新北市新莊區福興里1鄰五工五路21號,121.454159,25.063517
458,高雄市(舊)前金區中正四路一七０號,高雄市前金區東金里12鄰中正四路170號,120.294899,22.629354
459,新北市中和區中正路920號9樓,新北市中和區中原里20鄰中正路920號,121.482960,25.008378
460,高雄市楠梓區楠梓加工出口區中三街9號,高雄市楠梓區瑞屏里1鄰楠梓加工出口區中三街9號,120.302149,22.723701
461,新北市中和區立德街69號,新北市中和區中原里12鄰立德街69號,121.487484,25.007702
462,臺北縣(舊)寶興路四五巷九弄二號3樓,找不到指定的門牌地址。,,
463,臺北市內湖區內湖二路345號3樓,找不到指定的門牌地址。,,
464,臺北縣(舊)三重市光復路２段２５號,新北市三重區谷王里1鄰光復路二段25號,121.472235,25.054925
465,臺北市內湖區洲子街六八號三樓,臺北市內湖區港墘里20鄰洲子街68號,121.572094,25.079495
466,新竹市科學園區創新一路一九號,找不到指定的門牌地址。,,
467,高雄市楠梓區楠梓加工出口區中三街9號,高雄市楠梓區瑞屏里1鄰楠梓加工出口區中三街9號,120.302149,22.723701
468,桃園縣(舊)大同一路一五號,找不到指定的門牌地址。,,
469,臺北縣(舊)深坑鄉北深路3段270巷6號3樓,新北市深坑區萬福里18鄰北深路三段270巷6號,121.599088,25.005271
470,新北市土城區民生街9號,新北市土城區沛陂里15鄰民生街9號,121.414128,24.960711
471,臺北縣(舊)中和市建一路一五０號一七樓,新北市中和區平河里1鄰建一路150號,121.487820,24.998435
472,桃園縣(舊)平鎮市平鎮工業區工業三路一三,找不到指定的門牌地址。,,
473,臺北縣(舊)五權三路二九號,找不到指定的門牌地址。,,
474,新北市五股區五權三路3號,新北市五股區興珍里36鄰五權三路3號,121.451240,25.062547
475,臺北市南港區成功路一段七０號四樓,臺北市南港區西新里8鄰成功路一段70號,121.592531,25.056609
476,臺南縣(舊)仁德鄉新田村義林路１２６號,臺南市仁德區新田里2鄰義林路126號,120.262705,22.962485
477,臺北縣(舊)五權三路二九號,找不到指定的門牌地址。,,
478,高雄縣(舊)大寮鄉大發工業區華東路28號,找不到指定的門牌地址。,,
479,新竹市科學園區創新一路一一號,找不到指定的門牌地址。,,
480,苗栗縣三義鄉西湖村伯公坑三九之一號,苗栗縣三義鄉西湖村14鄰伯公坑13之1號;苗栗縣三義鄉西湖村14鄰伯公坑16之1號;苗栗縣三義鄉西湖村14鄰伯公坑18之1號;苗栗縣三義鄉西湖村15鄰伯公坑19之1號;苗栗縣三義鄉西湖村15鄰伯公坑20之1號;苗栗縣三義鄉西湖村14鄰伯公坑34之1號;苗栗縣三義鄉西湖村14鄰伯公坑37之1號;苗栗縣三義鄉西湖村14鄰伯公坑39之1號;苗栗縣三義鄉西湖村14鄰伯公坑40之1號;苗栗縣三義鄉西湖村16鄰伯公坑173之1號,120.740983;120.741548;120.741110;120.734215;120.742159;120.744546;120.743321;120.745963;120.744672;120.750149,24.364506;24.367070;24.366456;24.358248;24.361647;24.395702;24.394245;24.379670;24.374311;24.378269
481,新北市五股區五權三路3號,新北市五股區興珍里36鄰五權三路3號,121.451240,25.062547
482,臺中市南屯區精科路7號,臺中市南屯區文山里39鄰精科路7號,120.602078,24.145941
483,新北市樹林區博愛街242號10樓,新北市樹林區樹東里10鄰博愛街242號,121.423505,24.985797
484,新竹市香山區牛埔南路15之3號,新竹市香山區埔前里6鄰牛埔南路15之3號,120.941675,24.794326
485,新竹縣竹北市台元一街5號12樓之1及12樓之2,新竹縣竹北市竹北里12鄰臺元一街5號,121.018596,24.841148
486,臺南市仁德區中正路3段231號,臺南市仁德區一甲里2鄰中正路三段231號,120.254653,22.978292
487,臺北市民權東路六段１６０號１１樓,臺北市內湖區寶湖里13鄰民權東路六段160號,121.591874,25.068679
488,臺南市永康區鹽行里中正路301號,臺南市永康區塩行里9鄰中正路301號,120.244630,23.034185
489,臺北縣(舊)寶興路四五巷九弄二號3樓,找不到指定的門牌地址。,,
490,高雄市岡山區本洲路五五之一０號,高雄市岡山區本洲里10鄰本洲路18之1號;高雄市岡山區本洲里10鄰本洲路25之1號;高雄市岡山區本洲里10鄰本洲路55之1號;高雄市岡山區本洲里10鄰本洲路175之1號;高雄市岡山區本洲里10鄰本洲路189之1號;高雄市岡山區本洲里10鄰本洲路195之1號;高雄市岡山區本洲里10鄰本洲路197之1號;高雄市岡山區本洲里10鄰本洲路203之1號;高雄市岡山區本洲里11鄰本洲路251之1號;高雄市岡山區本洲里12鄰本洲路339之1號;高雄市岡山區本洲里12鄰本洲路350之1號;高雄市岡山區本洲里12鄰本洲路356之1號,120.277958;120.277111;120.276642;120.275817;120.269343;120.267644;120.266899;120.265808;120.264224;120.261808;120.262465;120.261869,22.805103;22.804289;22.808106;22.805124;22.806259;22.806549;22.806779;22.806818;22.806932;22.807524;22.807815;22.807791
491,臺北市寶慶路三十七號七樓,臺北市中正區建國里6鄰寶慶路37號,121.510201,25.041657
492,高雄市三民區建工路578號,高雄市三民區灣勝里13鄰建工路578號,120.323975,22.650195
493,臺南縣(舊)三舍村二四０號,找不到指定的門牌地址。,,
494,臺北市八德路三段三０號一二樓,臺北市松山區敦化里14鄰八德路三段30號,121.551561,25.048082
495,新北市土城區中山路66號,新北市土城區沛陂里16鄰中山路66號,121.432296,24.970042
496,新北市土城區中山路66號,新北市土城區沛陂里16鄰中山路66號,121.432296,24.970042
497,臺北縣(舊)中和市員山路五０六之二號一樓,新北市中和區灰磘里4鄰員山路7之1號;新北市中和區灰磘里2鄰員山路20之1號;新北市中和區灰磘里3鄰員山路24之1號;新北市中和區灰磘里3鄰員山路28之1號;新北市中和區灰磘里3鄰員山路30之1號;新北市中和區灰磘里6鄰員山路31之1號;新北市中和區灰磘里6鄰員山路32之1號;新北市中和區灰磘里6鄰員山路35之1號;新北市中和區灰磘里5鄰員山路36之1號;新北市中和區灰磘里6鄰員山路37之1號;新北市中和區嘉慶里19鄰員山路61之1號;新北市中和區嘉慶里19鄰員山路63之1號;新北市中和區嘉慶里19鄰員山路65之1號;新北市中和區嘉慶里19鄰員山路67之1號;新北市中和區嘉慶里19鄰員山路69之1號;新北市中和區嘉慶里19鄰員山路71之1號;新北市中和區文元里34鄰員山路72之1號;新北市中和區嘉慶里19鄰員山路73之1號;新北市中和區嘉慶里19鄰員山路75之1號;新北市中和區文元里32鄰員山路94之1號;新北市中和區文元里32鄰員山路96之1號;新北市中和區文元里32鄰員山路98之1號;新北市中和區文元里32鄰員山路100之1號;新北市中和區文元里18鄰員山路104之1號;新北市中和區文元里18鄰員山路106之1號;新北市中和區文元里18鄰員山路108之1號;新北市中和區文元里18鄰員山路110之1號;新北市中和區文元里18鄰員山路112之1號;新北市中和區文元里18鄰員山路114之1號;新北市中和區文元里18鄰員山路116之1號;新北市中和區嘉慶里6鄰員山路117之1號;新北市中和區文元里18鄰員山路118之1號;新北市中和區嘉慶里6鄰員山路119之1號;新北市中和區文元里18鄰員山路120之1號;新北市中和區文元里18鄰員山路122之1號;新北市中和區文元里19鄰員山路126之1號;新北市中和區嘉慶里6鄰員山路127之1號;新北市中和區文元里19鄰員山路128之1號;新北市中和區文元里19鄰員山路130之1號;新北市中和區嘉慶里6鄰員山路131之1號;新北市中和區嘉慶里6鄰員山路133之1號;新北市中和區文元里19鄰員山路134之1號;新北市中和區嘉慶里6鄰員山路135之1號;新北市中和區文元里19鄰員山路136之1號;新北市中和區嘉慶里6鄰員山路137之1號;新北市中和區文元里19鄰員山路138之1號;新北市中和區嘉慶里6鄰員山路139之1號;新北市中和區文元里19鄰員山路140之1號;新北市中和區嘉慶里6鄰員山路141之1號;新北市中和區文元里20鄰員山路144之1號;新北市中和區嘉慶里1鄰員山路145之1號;新北市中和區文元里20鄰員山路146之1號;新北市中和區嘉慶里1鄰員山路147之1號;新北市中和區嘉慶里1鄰員山路149之1號;新北市中和區文元里1鄰員山路152之1號;新北市中和區嘉穗里12鄰員山路153之1號;新北市中和區文元里1鄰員山路154之1號;新北市中和區安穗里7鄰員山路160之1號;新北市中和區安穗里7鄰員山路162之1號;新北市中和區安穗里7鄰員山路166之1號;新北市中和區安穗里7鄰員山路168之1號;新北市中和區安穗里7鄰員山路170之1號;新北市中和區安穗里7鄰員山路172之1號;新北市中和區安穗里7鄰員山路176之1號;新北市中和區安穗里7鄰員山路182之1號;新北市中和區安穗里7鄰員山路184之1號;新北市中和區安穗里7鄰員山路186之1號;新北市中和區安穗里7鄰員山路188之1號;新北市中和區嘉穗里10鄰員山路193之1號;新北市中和區嘉穗里10鄰員山路195之1號;新北市中和區嘉穗里10鄰員山路201之1號;新北市中和區嘉穗里10鄰員山路203之1號;新北市中和區安穗里7鄰員山路208之1號;新北市中和區嘉穗里9鄰員山路209之1號;新北市中和區安穗里7鄰員山路214之1號;新北市中和區嘉穗里8鄰員山路247之1號;新北市中和區嘉穗里8鄰員山路249之1號;新北市中和區嘉穗里8鄰員山路251之1號;新北市中和區嘉穗里8鄰員山路253之1號;新北市中和區安穗里4鄰員山路256之1號;新北市中和區嘉穗里8鄰員山路259之1號;新北市中和區嘉穗里8鄰員山路261之1號;新北市中和區民安里1鄰員山路263之1號;新北市中和區安穗里3鄰員山路270之1號;新北市中和區民安里1鄰員山路271之1號;新北市中和區安穗里3鄰員山路274之1號;新北市中和區安穗里3鄰員山路276之1號;新北市中和區安穗里3鄰員山路278之1號;新北市中和區民安里1鄰員山路279之1號;新北市中和區安穗里3鄰員山路280之1號;新北市中和區安穗里3鄰員山路282之1號;新北市中和區安穗里3鄰員山路284之1號;新北市中和區民安里1鄰員山路291之1號;新北市中和區民安里1鄰員山路293之1號;新北市中和區民安里1鄰員山路303之1號;新北市中和區民安里1鄰員山路305之1號;新北市中和區民安里1鄰員山路307之1號;新北市中和區民安里1鄰員山路321之1號;新北市中和區安穗里1鄰員山路322之1號;新北市中和區民安里1鄰員山路323之1號;新北市中和區民安里1鄰員山路325之1號;新北市中和區安穗里1鄰員山路342之1號;新北市中和區嘉新里6鄰員山路351之1號;新北市中和區安穗里1鄰員山路370之1號;新北市中和區安穗里1鄰員山路372之1號;新北市中和區嘉新里20鄰員山路383之1號;新北市中和區安穗里1鄰員山路384之1號;新北市中和區嘉新里20鄰員山路385之1號;新北市中和區嘉新里5鄰員山路389之1號;新北市中和區嘉新里5鄰員山路391之1號;新北市中和區嘉新里5鄰員山路393之1號;新北市中和區嘉新里5鄰員山路395之1號;新北市中和區積穗里12鄰員山路400之1號;新北市中和區積穗里12鄰員山路402之1號;新北市中和區積穗里12鄰員山路408之1號;新北市中和區嘉新里5鄰員山路419之1號;新北市中和區嘉新里5鄰員山路421之1號;新北市中和區嘉新里1鄰員山路425之1號;新北市中和區嘉新里1鄰員山路427之1號;新北市中和區積穗里6鄰員山路434之1號;新北市中和區積穗里6鄰員山路436之1號;新北市中和區嘉新里1鄰員山路437之1號;新北市中和區嘉新里1鄰員山路439之1號;新北市中和區積穗里6鄰員山路446之1號;新北市中和區積穗里6鄰員山路448之1號;新北市中和區嘉新里1鄰員山路457之1號;新北市中和區嘉新里1鄰員山路461之1號;新北市中和區積穗里7鄰員山路487之1號;新北市中和區員山里1鄰員山路494之1號;新北市中和區員山里1鄰員山路496之1號;新北市中和區積穗里7鄰員山路497之1號;新北市中和區員山里1鄰員山路498之1號;新北市中和區員山里1鄰員山路502之1號;新北市中和區員山里1鄰員山路504之1號;新北市中和區員山里1鄰員山路506之1號;新北市中和區員山里1鄰員山路508之1號;新北市中和區員山里36鄰員山路512之1號;新北市中和區員山里5鄰員山路527之1號;新北市中和區員富里2鄰員山路528之1號;新北市中和區員山里5鄰員山路529之1號;新北市中和區員富里2鄰員山路530之1號;新北市中和區員山里5鄰員山路531之1號;新北市中和區員山里5鄰員山路533之1號;新北市中和區員山里4鄰員山路545之1號;新北市中和區員山里4鄰員山路553之1號;新北市中和區員山里4鄰員山路563之1號;新北市中和區員山里4鄰員山路579之1號,121.483026;121.483628;121.484251;121.482902;121.483274;121.480028;121.481416;121.481086;121.482278;121.481849;121.480693;121.480707;121.480717;121.480739;121.480744;121.480757;121.481032;121.480765;121.480771;121.480971;121.480974;121.480971;121.480974;121.481126;121.481134;121.481145;121.481148;121.481153;121.481159;121.481156;121.480856;121.481164;121.480864;121.481169;121.481175;121.481272;121.480899;121.481218;121.481271;121.480931;121.480939;121.481245;121.480945;121.481250;121.480931;121.481256;121.480963;121.481264;121.480975;121.481278;121.480993;121.481302;121.480993;121.480996;121.481390;121.481023;121.481869;121.481386;121.481389;121.481389;121.481387;121.481384;121.481385;121.481411;121.481383;121.481386;121.481381;121.481384;121.480665;121.480713;121.481137;121.481138;121.481385;121.481175;121.481388;121.481176;121.481174;121.481174;121.481174;121.481375;121.481167;121.481160;121.481143;121.481376;121.481165;121.481371;121.481371;121.481371;121.481171;121.481374;121.481371;121.481372;121.481164;121.481162;121.481169;121.481172;121.481146;121.481147;121.481439;121.481139;121.481151;121.481113;121.481167;121.480858;121.480793;121.481075;121.480679;121.481129;121.481014;121.481011;121.481001;121.480993;121.480495;121.480480;121.480430;121.480947;121.480921;121.480844;121.480812;121.480265;121.480254;121.480485;121.480510;121.480192;121.480171;121.480456;121.480427;121.479982;121.479830;121.479823;121.479920;121.479810;121.479753;121.479515;121.479764;121.479386;121.479279;121.479633;121.479017;121.479615;121.479000;121.479602;121.479523;121.479498;121.479457;121.479424;121.478788,24.984341;24.984132;24.985044;24.986805;24.987607;24.987697;24.987406;24.989660;24.990739;24.990124;24.993680;24.993742;24.993804;24.993864;24.993914;24.993959;24.993711;24.994002;24.994031;24.994537;24.994599;24.994673;24.994730;24.995400;24.995460;24.995517;24.995577;24.995624;24.995674;24.995724;24.995358;24.995774;24.995420;24.995834;24.995882;24.996043;24.995655;24.996154;24.996217;24.995870;24.995915;24.996351;24.995963;24.996394;24.996004;24.996439;24.996054;24.996475;24.996113;24.996664;24.996260;24.996853;24.996291;24.996329;24.998412;24.996415;24.999283;24.999665;24.999718;24.999813;24.999849;24.999897;24.999942;25.000042;25.000223;25.000261;25.000312;25.000357;24.997383;24.997468;24.997435;24.997476;25.000746;24.997684;25.000882;24.998604;24.998659;24.998731;24.998788;25.001605;24.998998;24.999067;24.999279;25.001893;24.999462;25.001933;25.001973;25.002015;24.999674;25.002073;25.002125;25.002174;24.999952;25.000006;25.000233;25.000274;25.000327;25.000632;25.002973;25.000679;25.000774;25.003455;25.001840;25.003987;25.004140;25.002522;25.004379;25.002639;25.002753;25.002803;25.002892;25.002961;25.004775;25.004820;25.004918;25.003312;25.003365;25.003482;25.003535;25.005373;25.005406;25.003734;25.003913;25.005643;25.005705;25.004309;25.004387;25.005584;25.007104;25.007142;25.005787;25.007181;25.007491;25.008197;25.008774;25.008699;25.009102;25.006883;25.009834;25.006926;25.009893;25.006966;25.007005;25.007299;25.007464;25.007684;25.008734
498,桃園縣(舊)大同一路一五號,找不到指定的門牌地址。,,
499,桃園縣(舊)大同一路一五號,找不到指定的門牌地址。,,
500,臺北市羅斯福路二段一００號一七樓,臺北市中正區板溪里2鄰羅斯福路二段100號,121.522336,25.026841
501,新竹市新竹科學工業園區新竹縣創新一路五之一號三樓,找不到指定的門牌地址。,,
502,新北市五股區五權三路3號,新北市五股區興珍里36鄰五權三路3號,121.451240,25.062547
503,臺北市內湖區環山路1段32號4樓,臺北市內湖區西康里17鄰環山路一段32號,121.564875,25.085575
504,苗栗縣後龍鎮東明里八鄰下浮尾8鄰一一九之三號,苗栗縣後龍鎮東明里15鄰下浮尾1之1號;苗栗縣後龍鎮東明里15鄰下浮尾2之1號;苗栗縣後龍鎮東明里15鄰下浮尾3之1號;苗栗縣後龍鎮東明里15鄰下浮尾4之1號;苗栗縣後龍鎮東明里15鄰下浮尾5之1號;苗栗縣後龍鎮東明里15鄰下浮尾7之1號;苗栗縣後龍鎮東明里15鄰下浮尾9之1號;苗栗縣後龍鎮東明里15鄰下浮尾10之1號;苗栗縣後龍鎮東明里14鄰下浮尾14之1號;苗栗縣後龍鎮東明里14鄰下浮尾15之1號;苗栗縣後龍鎮東明里14鄰下浮尾17之1號;苗栗縣後龍鎮東明里14鄰下浮尾18之1號;苗栗縣後龍鎮東明里14鄰下浮尾19之1號;苗栗縣後龍鎮東明里14鄰下浮尾20之1號;苗栗縣後龍鎮東明里14鄰下浮尾22之1號;苗栗縣後龍鎮東明里13鄰下浮尾24之1號;苗栗縣後龍鎮東明里13鄰下浮尾26之1號;苗栗縣後龍鎮東明里13鄰下浮尾28之1號;苗栗縣後龍鎮東明里13鄰下浮尾29之1號;苗栗縣後龍鎮東明里13鄰下浮尾30之1號;苗栗縣後龍鎮東明里13鄰下浮尾31之1號;苗栗縣後龍鎮東明里12鄰下浮尾35之1號;苗栗縣後龍鎮東明里13鄰下浮尾38之1號;苗栗縣後龍鎮東明里12鄰頂浮尾40之1號;苗栗縣後龍鎮東明里12鄰頂浮尾41之1號;苗栗縣後龍鎮東明里12鄰頂浮尾46之1號;苗栗縣後龍鎮東明里11鄰頂浮尾50之1號;苗栗縣後龍鎮東明里11鄰頂浮尾53之1號;苗栗縣後龍鎮東明里1鄰頂浮尾54之1號;苗栗縣後龍鎮東明里11鄰頂浮尾55之1號;苗栗縣後龍鎮東明里3鄰頂浮尾59之1號;苗栗縣後龍鎮東明里3鄰頂浮尾62之1號;苗栗縣後龍鎮東明里2鄰頂浮尾64之1號;苗栗縣後龍鎮東明里2鄰頂浮尾65之1號;苗栗縣後龍鎮東明里1鄰頂浮尾71之1號;苗栗縣後龍鎮東明里1鄰頂浮尾74之1號;苗栗縣後龍鎮東明里1鄰頂浮尾76之1號;苗栗縣後龍鎮東明里1鄰頂浮尾77之1號;苗栗縣後龍鎮東明里1鄰頂浮尾81之1號;苗栗縣後龍鎮東明里1鄰頂浮尾82之1號;苗栗縣後龍鎮東明里1鄰頂浮尾83之1號;苗栗縣後龍鎮東明里5鄰頂浮尾84之1號;苗栗縣後龍鎮東明里4鄰頂浮尾85之1號;苗栗縣後龍鎮東明里4鄰頂浮尾86之1號;苗栗縣後龍鎮東明里5鄰頂浮尾93之1號;苗栗縣後龍鎮東明里5鄰頂浮尾94之1號;苗栗縣後龍鎮東明里5鄰頂浮尾96之1號;苗栗縣後龍鎮東明里5鄰頂浮尾98之1號;苗栗縣後龍鎮東明里6鄰頂浮尾99之1號;苗栗縣後龍鎮東明里8鄰宏陽路99之1號;苗栗縣後龍鎮東明里6鄰頂浮尾100之1號;苗栗縣後龍鎮東明里6鄰頂浮尾104之1號;苗栗縣後龍鎮東明里7鄰頂浮尾110之1號;苗栗縣後龍鎮東明里7鄰頂浮尾112之1號;苗栗縣後龍鎮東明里8鄰下浮尾119之1號;苗栗縣後龍鎮東明里8鄰下浮尾120之1號;苗栗縣後龍鎮東明里9鄰下浮尾122之1號;苗栗縣後龍鎮東明里9鄰下浮尾123之1號;苗栗縣後龍鎮東明里9鄰下浮尾125之1號;苗栗縣後龍鎮東明里10鄰下浮尾128之1號;苗栗縣後龍鎮東明里6鄰頂浮尾130之1號;苗栗縣後龍鎮東明里10鄰下浮尾132之1號;苗栗縣後龍鎮東明里10鄰下浮尾135之1號;苗栗縣後龍鎮東明里10鄰下浮尾137之1號,120.792289;120.792129;120.791961;120.792456;120.792656;120.793042;120.792671;120.792793;120.793423;120.793843;120.794678;120.794597;120.795531;120.796051;120.796343;120.798484;120.726024;120.797871;120.798929;120.799666;120.800450;120.798856;120.800253;120.802044;120.801478;120.802089;120.802536;120.802547;120.805765;120.803292;120.804334;120.804645;120.805621;120.805376;120.805731;120.806168;120.807150;120.808328;120.812154;120.813824;120.813355;120.804023;120.806153;120.807660;120.804767;120.804497;120.804205;120.803468;120.804228;120.797867;120.804527;120.805123;120.803348;120.802489;120.799313;120.798970;120.798377;120.799098;120.800955;120.796708;120.805687;120.801540;120.801892;120.797964,24.621022;24.620697;24.621640;24.622031;24.622168;24.621984;24.621768;24.622542;24.622730;24.624028;24.624684;24.626654;24.624729;24.624759;24.624491;24.629886;24.578174;24.631025;24.631090;24.631892;24.633305;24.636467;24.634196;24.635900;24.634937;24.635310;24.635898;24.636061;24.641275;24.634850;24.634853;24.634624;24.635302;24.635670;24.635094;24.635157;24.634320;24.634057;24.630174;24.633305;24.633174;24.633463;24.633095;24.632886;24.632198;24.632348;24.631262;24.631855;24.630849;24.623898;24.630678;24.629395;24.628583;24.626888;24.625114;24.624724;24.624923;24.624049;24.623186;24.619582;24.625624;24.621652;24.620311;24.618166
505,臺北縣(舊)三重市重新路五段６０９巷１０號８樓之２,新北市三重區中興里11鄰重新路五段609巷10號,121.468503,25.045901
506,臺北縣(舊)寶興路四五巷九弄二號3樓,找不到指定的門牌地址。,,
507,基隆市七堵區俊賢路五七．五九號六樓,基隆市七堵區永安里19鄰俊賢路1號;基隆市七堵區永安里19鄰俊賢路3號;基隆市七堵區永安里19鄰俊賢路5號;基隆市七堵區永安里19鄰俊賢路11號;基隆市七堵區永安里18鄰俊賢路21號;基隆市七堵區永安里18鄰俊賢路23號;基隆市七堵區永安里18鄰俊賢路24號;基隆市七堵區永安里18鄰俊賢路25號;基隆市七堵區永安里18鄰俊賢路26號;基隆市七堵區永安里18鄰俊賢路27號;基隆市七堵區永安里18鄰俊賢路29號;基隆市七堵區永安里18鄰俊賢路31號;基隆市七堵區永安里18鄰俊賢路33號;基隆市七堵區永安里18鄰俊賢路35號;基隆市七堵區永安里18鄰俊賢路37號;基隆市七堵區永安里18鄰俊賢路39號;基隆市七堵區永安里18鄰俊賢路41號;基隆市七堵區永安里18鄰俊賢路43號;基隆市七堵區永安里18鄰俊賢路45號;基隆市七堵區永安里18鄰俊賢路47號;基隆市七堵區永安里18鄰俊賢路49號;基隆市七堵區永安里18鄰俊賢路51號;基隆市七堵區永安里18鄰俊賢路53號;基隆市七堵區永安里18鄰俊賢路55號;基隆市七堵區永安里18鄰俊賢路57號;基隆市七堵區永安里18鄰俊賢路59號;基隆市七堵區永安里18鄰俊賢路61號;基隆市七堵區永安里18鄰俊賢路63號;基隆市七堵區永安里18鄰俊賢路71號;基隆市七堵區永安里18鄰俊賢路73號;基隆市七堵區永安里18鄰俊賢路75號,121.708074;121.708636;121.707504;121.707497;121.706453;121.706370;121.706016;121.706477;121.705786;121.706538;121.706585;121.706636;121.706687;121.706533;121.706486;121.706433;121.706386;121.706341;121.706179;121.706106;121.706029;121.705942;121.705865;121.706195;121.706087;121.705964;121.705660;121.705587;121.705294;121.705134;121.705362,25.094961;25.094517;25.094352;25.094948;25.094981;25.094974;25.095271;25.094738;25.095274;25.094678;25.094617;25.094561;25.094505;25.094391;25.094445;25.094514;25.094577;25.094653;25.094993;25.094991;25.094988;25.094987;25.094983;25.094811;25.094810;25.094810;25.094421;25.094286;25.094975;25.094921;25.094853
508,桃園縣(舊)龜山鄉龜山工業區興邦路38號,找不到指定的門牌地址。,,
509,新北市新店區寶橋路235巷4號8樓,新北市新店區寶福里2鄰寶橋路235巷4號,121.552065,24.979913
510,高雄縣(舊)橋頭鄉西林村芋林路三０五號,高雄市橋頭區西林里15鄰芋林路309之1號,120.282181,22.765436
511,桃園縣(舊)大溪鎮仁和二段三四九號七樓,找不到指定的門牌地址。,,
512,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
513,新竹縣湖口鄉鳳凰村實踐路一二號,找不到指定的門牌地址。,,
514,臺北市民生東路三段１５６號６樓,臺北市松山區松基里5鄰民生東路三段156號,121.547692,25.057418
515,臺南市歸仁區南興村中山路三段三二Ｏ號,臺南市歸仁區南興里36鄰中山路三段320號,120.280180,22.968665
516,臺北市中山北路六段88號4樓,臺北市士林區忠誠里19鄰中山北路六段88號,121.524985,25.104988
517,高雄縣(舊)大寮鄉鳳屏一路37號,高雄市大寮區後庄里17鄰鳳屏一路37號,120.385369,22.631887
518,新北市中和區中正路920號9樓,新北市中和區中原里20鄰中正路920號,121.482960,25.008378
519,高雄市(舊)前金區中正四路一七０號,高雄市前金區東金里12鄰中正四路170號,120.294899,22.629354
520,基隆市信義區松隆路二三七號二樓,找不到指定的門牌地址。,,
521,桃園縣(舊)中壢市中北路二段一一七號十三樓之一,桃園市中壢區東興里5鄰中北路二段117號,121.225827,24.951603
522,臺北市民生東路二段一七二號六樓,臺北市中山區中央里2鄰民生東路二段172號,121.535291,25.057707
523,高雄縣(舊)橋頭鄉西林村芋林路三０五號,高雄市橋頭區西林里15鄰芋林路309之1號,120.282181,22.765436
524,臺北市寶慶路三十七號七樓,臺北市中正區建國里6鄰寶慶路37號,121.510201,25.041657
525,臺北市內湖區新湖三路23號6樓,臺北市內湖區湖元里18鄰新湖三路23號,121.574203,25.062187
526,新北市土城區中華路一段50號3樓,新北市土城區裕生里8鄰中華路一段50號,121.445948,24.988951
527,臺北市復興北路369號7樓之5,臺北市松山區民福里5鄰復興北路369號,121.544773,25.062448
528,臺北縣(舊)中和市建一路一六六號六樓,新北市中和區平河里1鄰建一路166號,121.487820,24.997800
529,新竹市金山八街1號6樓,新竹市東區金山里2鄰金山八街1號,121.021275,24.779026
530,臺北市承德路一段70號3樓,臺北市大同區建泰里2鄰承德路一段70號,121.517190,25.052192
531,新竹市新竹科學工業園區新竹縣創新一路五之一號三樓,找不到指定的門牌地址。,,
532,臺北市內湖區瑞光路76巷33號3樓,臺北市內湖區湖元里18鄰瑞光路76巷33號,121.580968,25.070676
533,基隆市信義區松隆路二三七號二樓,找不到指定的門牌地址。,,
534,基隆市信義區松隆路二三七號二樓,找不到指定的門牌地址。,,
535,臺南縣(舊)仁德鄉新田村義林路１２６號,臺南市仁德區新田里2鄰義林路126號,120.262705,22.962485
536,臺北縣(舊)土城市自強街４號,新北市土城區沛陂里16鄰自強街4號;新北市永和區大新里14鄰自強街4號;新北市新莊區自立里10鄰自強街4號,121.429989;121.514320;121.454836,24.969652;25.007994;25.045588
537,桃園市龜山區南上路350巷57號,桃園市龜山區南美里5鄰南上路350巷57號,121.303636,25.043029
538,臺北市士林區德行西路四五號七樓,臺北市士林區蘭興里5鄰德行西路45號,121.523130,25.106069
539,新北市汐止區康寧街169巷31號2樓,新北市汐止區北山里14鄰康寧街169巷31號,121.622627,25.069557
540,臺北市民權東路六段１６０號１１樓,臺北市內湖區寶湖里13鄰民權東路六段160號,121.591874,25.068679
541,新竹市科學工業園區力行路一一號,新竹市東區科園里24鄰力行路11號,121.028131,24.768707
542,桃園縣(舊)中壢市自強四路九號,桃園市中壢區復華里11鄰自強四路9號,121.240667,24.972420
543,臺北市承德路一段70號3樓,臺北市大同區建泰里2鄰承德路一段70號,121.517190,25.052192
